2.01501E+13,489500,6,840,3,1.75,637.032,19982.078400000002,1,0,0,3,1977,0,98072,47.7621,-122.127
2.01501E+13,247000,6,840,3,2.5,460.24800000000005,3314.7000000000003,1,0,0,3,1990,0,98003,47.3482,-122.3
2.01501E+13,320000,6,840,4,1.75,521.208,3194.304,1.5,0,0,4,1969,0,98059,47.4743,-122.143
2.01501E+13,175000,6,840,3,1,381,2979.42,1,0,0,3,1971,0,98045,47.4474,-121.771
2.01501E+13,399500,6,840,4,2.5,780.288,2283.5616,2,0,0,3,2014,0,98188,47.4467,-122.287
2.01502E+13,1650000,6,840,4,2.5,847.344,3628.3392000000003,1,0,1,5,1951,0,98004,47.6209,-122.216
2.01502E+13,468000,6,840,4,2.5,655.32,2488.692,1,0,0,3,1957,0,98177,47.773,-122.371
2.01502E+13,355000,6,840,3,1,502.92,3070.86,1,0,0,3,1955,0,98177,47.7695,-122.359
2.01502E+13,147500,6,840,3,1,466.34400000000005,2590.1904,1,0,0,3,1959,0,98031,47.404,-122.203
2.01502E+13,770000,6,840,4,3.25,1301.496,1945.8432,2,0,0,3,2001,0,98065,47.5362,-121.874
2.01502E+13,325000,6,840,3,2.5,478.536,957.9864,2,0,0,3,2001,0,98019,47.7364,-121.969
2.01502E+13,529941,6,840,3,2,505.968,3048,1,0,0,4,1961,0,98005,47.5852,-122.174
2.01502E+13,180000,6,840,3,1,332.232,2063.8008,1.5,0,0,3,1929,0,98106,47.5177,-122.353
2.01502E+13,675000,6,840,4,3.5,777.24,1097.28,2,0,2,3,1997,0,98177,47.7709,-122.39
2.01502E+13,295000,6,840,4,1.75,426.72,3637.4832,1,0,0,3,1961,0,98028,47.7346,-122.244
2.01503E+13,365000,6,840,3,2.25,697.9920000000001,2240.28,2,0,0,3,1988,0,98058,47.429,-122.162
2.01503E+13,175000,6,840,2,1,213.36,2491.4352000000003,1,0,0,3,1941,0,98146,47.5136,-122.349
2.01503E+13,441000,6,840,3,2.5,576.072,3363.7728,1,0,0,3,1973,0,98133,47.7426,-122.354
2.01503E+13,580000,6,840,3,2.25,481.584,2592.6288,2,0,0,3,1987,0,98033,47.686,-122.185
2.01503E+13,685000,6,840,3,2,627.888,883.9200000000001,1.5,0,0,5,1931,0,98144,47.5897,-122.292
2.01503E+13,818000,6,840,4,2.25,749.808,2438.7048,2,0,0,4,1984,0,98006,47.548,-122.154
2.01503E+13,468000,6,840,3,1.5,417.576,2346.0456,1,0,0,3,1939,0,98177,47.7153,-122.361
2.01503E+13,1550000,6,840,4,3.5,993.648,1524,2,0,0,5,1937,0,98105,47.6598,-122.273
2.01503E+13,353500,6,840,4,2.5,990.6,1417.3200000000002,2,0,0,3,2007,0,98031,47.4004,-122.203
2.01503E+13,460000,6,840,2,2,329.184,1524,1,0,0,5,1923,0,98117,47.6826,-122.394
2.01503E+13,433000,6,840,3,1.75,658.368,2610.612,1,0,0,3,1971,0,98028,47.7664,-122.262
